"property","value"
"http://dbpedia.org/ontology/abstract","Felipe Amat, Felipe Amat y de Cortada, finales del siglo XVIII, principios del siglo XIX, sacerdote católico español, cura Párroco de Agramunt.​Diputado en las durante la primera legislatura (1810-1813) de las conocidas como Cortes de Cádiz."
"http://dbpedia.org/ontology/abstract","Felipe Andrés Ward Edwards (Santiago, 14 de septiembre de 1972) es un abogado y político chileno, militante de la Unión Demócrata Independiente (UDI). Desde el 4 de junio de 2020, ejerce como ministro de Vivienda y Urbanismo del segundo gobierno de Sebastián Piñera.​ Anteriormente fue ministro de Bienes Nacionales de Piñera, entre marzo de 2018 y octubre de 2019, y ministro Secretario General de la Presidencia entre octubre de 2019 y junio de 2020.​ También se ha desempeñado como diputado por el distrito de Calama entre 2006 y 2018."
"http://dbpedia.org/ontology/abstract","Felipe Arturo Ortiz de Zevallos Madueño (n. Lima, 28 de agosto de 1947) es un ingeniero y empresario peruano y ex embajador del Perú en Estados Unidos (2006-2009)."
"http://dbpedia.org/ontology/abstract","Felipe Benicio Berriozábal Basabe (Zacatecas, Zacatecas, 23 de agosto de 1829 - Ciudad de México, 8 de enero de 1900) fue un político, militar liberal e ingeniero mexicano. Participó en la Guerra de Reforma. Formó parte de los gobiernos de Benito Juárez y Porfirio Díaz."
"http://dbpedia.org/ontology/abstract","Felipe Benicio de la Paz Arana y Andonaegui (Buenos Aires, 24 de agosto de 1786 - ibíd, 11 de julio de 1865) fue un jurisconsulto y político argentino."
"http://dbpedia.org/ontology/abstract","Felipe Bulnes Serrano (Santiago, 27 de mayo de 1969) es un abogado, académico y político chileno, militante de Renovación Nacional. En el primer gobierno del presidente Sebastián Piñera se desempeñó como ministro de Justicia y de Educación, embajador de Chile en Estados Unidos y representante chileno en el litigio con Bolivia en el Tribunal de La Haya."
"http://dbpedia.org/ontology/abstract","Felipe Bustillo (nació en el municipio de Juticalpa, departamento de Olancho, y falleció en Tegucigalpa, Honduras)​ Abogado, ganadero y político de inclinación conservadora, Vicepresidente del Estado de Honduras entre 1848-1852. Presidente Interino en 1848 y Presidente en funciones en 1850.​"
"http://dbpedia.org/ontology/abstract","Felipe Carballo Da Costa (Salto, 24 de agosto de 1972) es un político y legislador uruguayo desde el año 2010. Integra el grupo político Compromiso Frente Amplista - Lista 711 del Frente Amplio, liderado por Raúl Sendic, del cual es cofundador."
"http://dbpedia.org/ontology/abstract","Felipe Carlos Solá (Buenos Aires, 23 de julio de 1950) es un ingeniero agrónomo y político argentino, actualmente es ministro de Relaciones Exteriores, Comercio Internacional y Culto de la Nación Argentina, desde el 10 de diciembre de 2019.​ Fue ministro de Asuntos Agrarios de la provincia de Buenos Aires (1987-1989), secretario de Agricultura de la Nación (1989-1991, 1993-1999), vicegobernador de la provincia de Buenos Aires (1999-2002), gobernador de la provincia de Buenos Aires (2002-2007), y diputado nacional por la misma provincia (1991-1993, 2007-2009, 2009-2019)."
"http://dbpedia.org/ontology/abstract","Felipe Celli (Villa Dolores, Córdoba) fue un político perteneciente a la Unión Cívica Radical y referente del radicalismo en la provincia, fue Intendente de Villa Dolores, Senador Provincial y Senador Nacional con el regreso de la democracia."
"http://dbpedia.org/ontology/abstract","Felipe Centeno fue un político argentino, que ocupó el cargo de Gobernador del Territorio Nacional de La Pampa entre el 28 de agosto de 1908 y el 4 de septiembre 1917, cuando su administración fue intervenida por el gobierno radical, siendo uno de los gobiernos más prolongados en la historia de La Pampa.​ Nació en Córdoba. Militó en partidos conservadores y fue Diputado Nacional por su provincia entre 1900 y 1904,​ y secretario de Hacienda de la Municipalidad de Buenos Aires. Mientras era diputado nacional, visitó el territorio pampeano para realizar un informe en 1903 y dictaminó el traslado de la capital del territorio de General Acha a Santa Rosa. En 1908 es nombrado como Gobernador del Territorio de La Pampa, cesando en 1917. Centeno gobernó hasta el 4 de septiembre de 1917, cuando su administración fue intervenida por el gobierno radical"
"http://dbpedia.org/ontology/abstract","Felipe Ducazcal Lasheras (Madrid, 9 de julio de 1845-15 de octubre de 1891)​ fue un empresario, periodista y diputado a Cortes por Madrid (1888-1890).​ Propietario del teatro Felipe en los Jardines del Buen Retiro de Madrid.​"
"http://dbpedia.org/ontology/abstract","Felipe Enrique Osterling Parodi (Lima, 14 de mayo de 1932-Ib., 30 de agosto de 2014)​ fue un abogado, escritor y político peruano. Miembro y dirigente del Partido Popular Cristiano, fue Presidente del Senado (1991-1992), Senador (1985-1992) y Ministro de Justicia (1980-1981)."
"http://dbpedia.org/ontology/abstract","Felipe Estanislao Mac Gregor Rolino (*Callao, Perú, 20 de septiembre de 1914 - † Lima, 2 de octubre de 2004) fue un sacerdote jesuita y profesor peruano. Creador del concepto de Cultura de Paz."
"http://dbpedia.org/ontology/abstract","Felipe Fernández Varela (Calera y Chozas, Toledo, 9 de diciembre de 1888 - 2 de septiembre de 1939) fue un político y sindicalista socialista español, alcalde de Calera y Chozas durante la Segunda República Española."
"http://dbpedia.org/ontology/abstract","Felipe Ferreiro Gamio (Villa de Artigas, hoy Río Branco, Cerro Largo, 23 de agosto de 1892 - Montevideo, 31 de julio de 1963) fue un político y escritor uruguayo.​​​"
"http://dbpedia.org/ontology/abstract","Felipe G. Solís Castillo fue un hacendado henequenero, comerciante y político mexicano, nacido y fallecido en Mérida, Yucatán. Fue gobernador interino del estado de Yucatán en 1913 durante el gobierno espurio de Victoriano Huerta, después de la Decena trágica, cuando fueron depuestos y asesinados Francisco I. Madero y José María Pino Suárez, presidente y vicepresidente de México, respectivamente.​"
"http://dbpedia.org/ontology/abstract","Felipe Gallardo (n. Villa Ana, 23 de agosto de 1915, f. 13 de julio de 1996), fue un político argentino, primer gobernador de la Provincia del Chaco."
"http://dbpedia.org/ontology/abstract","Felipe Geiger Stahr (Valparaíso, 7 de octubre de 1924 - 25 de octubre de 1980) fue un militar y diplomático chileno."
"http://dbpedia.org/ontology/abstract","Felipe González Márquez (Sevilla, 5 de marzo de 1942) es un abogado y político español. Fue secretario general del Partido Socialista Obrero Español (PSOE) desde 1974 hasta 1997 y tercer presidente del Gobierno de España entre 1982 y 1996. En 1962 se afilió a las Juventudes Socialistas y se incorporó al PSOE en 1964, entonces un partido clandestino. Al año siguiente finalizó sus estudios de derecho en la Universidad de Sevilla. Participó en manifestaciones contra la dictadura de Francisco Franco, hecho por el que llegó a ser detenido en Madrid en 1971. En el Congreso de Suresnes de 1974 del PSOE renovado (escisión del PSOE dirigido por Rodolfo Llopis), Felipe González fue elegido secretario general del PSOE. Ya en democracia, obtuvo su primer acta de diputado en 1977 y fue el candidato del PSOE a la presidencia del Gobierno en 1977, 1979, 1982, 1986, 1989, 1993 y 1996. Tras obtener el PSOE la mayoría absoluta en las elecciones de 1982, fue investido presidente del Gobierno. Su mandato de trece años y medio fue el período más largo de un jefe de Gobierno de la democracia en España. Bajo su dirección el PSOE logró dos mayorías absolutas consecutivas: la de 1982, con 202 diputados en el Congreso, y en 1986, elecciones en las que obtuvo 184 diputados; asimismo, en 1989 obtuvo 175 diputados, exactamente la mitad de los que componen el hemiciclo. En 1993 el PSOE perdió la mayoría absoluta, requiriendo el apoyo de Convergència i Unió para la formación de gobierno. Tras las generales de 1996, en las que el PSOE resultó derrotado al lograr 141 diputados frente a los 156 que consiguió el Partido Popular, González salió de la presidencia del gobierno, sucedido por José María Aznar. Fue elegido diputado por última vez en 2000, año en el que concurrió a las elecciones por la circunscripción electoral de Sevilla."
"http://dbpedia.org/ontology/abstract","Felipe Guevara Stephens (Santiago, 5 de agosto de 1967) es un político y licenciado en historia de chile. Actualmente es Intendente de la Región Metropolitana de Santiago. Anteriormente se desempeñó alcalde de la comuna de Lo Barnechea entre 2008 y 2019, cargo al cual renunció para asumir la Intendencia Metropolitana de Santiago."
"http://dbpedia.org/ontology/abstract","Felipe Guillermo Guardiola Sellés (Valencia, España, 1951) es un abogado y político español. Se licenció en Derecho por la Universidad de Valencia, en la especialidad de Derecho Privado. A finales de 1974 empezó su ejercicio profesional como abogado. Entre 1979 y 1986 fue diputado en el Congreso por la provincia de Castellón en las listas del PSPV-PSOE. Durante la  fue portavoz de la Comisión de Comercio y Turismo del Congreso de los Diputados. Dimitió de su cargo como diputado español para presentarse a las primeras , celebradas el 8 de mayo de 1983, encabezando la candidatura del PSPV-PSOE por la provincia de Castellón. Durante 1980 y 1981 es miembro de la Comisión Redactora del Estatuto de Autonomía de la Comunidad Valenciana, del que es uno de los autores. Desde septiembre de 1981 a mayo de 1983 fue Vicepresidente del , así como Conseller del Interior. Desde 1981 hasta 1995 ha sido Presidente de la Comisión Mixta de Transferencias entre la Administración del Estado y la Generalidad Valenciana. De mayo de 1983 a julio de 1985 fue Vicepresidente del Gobierno de la Generalidad Valenciana y Conseller de Gobernación. Entre 1984 y 1986 ha sido miembro del Consejo de Europa, representando a España en la Conferencia de Poderes Locales y Regionales de Europa. Desde 1987 es miembro de la Junta de Gobierno de la , con sede en la  de esta Ciudad. Entre 1987 y 1991 ha sido Presidente y Portavoz del  en las Cortes Valencianas. Entre 1991 y 1995 ha sido Senador, en representación de las Cortes Valencianas, siendo Portavoz de la  y miembro de la Ponencia para el Estudio de la Reforma de la Constitución Española. En octubre de 1996 el Gobierno Valenciano le concede la Alta Distinción de la Generalidad Valenciana. 
*  Datos: Q8961119"
"http://dbpedia.org/ontology/abstract","Felipe Guillermo Morandé Lavín (Santiago, 15 de mayo de 1955) es un economista, académico, investigador y consultor chileno, ministro de Estado durante el primer año de Gobierno del presidente Sebastián Piñera. Sexto de siete hermanos, nació en una familia en la que el padre era democratacristiano y la madre de derecha.​Él mismo siendo joven se sintió cercano a la DC, pese a compartir las reformas económicas implementadas por la dictadura militar del general Augusto Pinochet (1973-1990).​​ Cursó sus estudios, entre quinto básico y cuarto medio, en el  de la capital.​​Más tarde, en 1977, obtendría el título de ingeniero comercial por la Pontificia Universidad Católica, y luego, en 1978, el grado de magíster en economía en la misma casa de estudios.​En 1979 viajó a los Estados Unidos, donde consiguió un máster (1981) y un doctorado (1983) en economía en la Universidad de Minnesota.​​ Comenzó su vida profesional siendo muy joven en Cieplan y el Banco Central de su país, donde laboró como asistente en diversas investigaciones. Entre 1978 y 1979, en tanto, trabajó en el departamento de estudios del Banco Hipotecario de Chile. Su especialización estuvo en áreas como la macroeconomía, la economía monetaria, la economía internacional, la econometría y la organización industrial. Su vida académica la inició en el Departamento de Economía de la Universidad de Minnesota (1979-1982), desde donde pasó a la Universidad de Houston (1982-1986), siempre en los Estados Unidos.​ Más tarde, ya en Chile, trabajó enseñando en la Universidad de Santiago y en el programa Ilades/Georgetown, del que llegó a ser director entre 1990 y 1996.​En esta institución dirigió hasta febrero de 1997 el Trabajo de Asesoría Económica al Congreso Nacional (Tasc), del cual fue su fundador en 1990. Entre marzo de 1997 y diciembre de 2001 fue director de estudios y economista jefe del Banco Central de Chile.​Entre abril de 2002 y julio de 2006, en tanto, se desempeñó como gerente de estudios de la Cámara Chilena de la Construcción.​ Ha sido consultor del Banco Mundial, el Fondo Monetario Internacional, el Banco Interamericano de Desarrollo, la AID, IDRC (Canadá), la Cepal, el Banco Central de Reserva del Perú, el Ministerio de Salud de Chile, la Conama, el Ministerio de Hacienda de Chile, el Ciedla de Buenos Aires, el Gobierno de Bolivia (Udape), la Economic Planning Agency de Japón, WIDER (Helsinki), el Ministerio de Obras Públicas de Chile y otras instituciones públicas y privadas.​ Hasta 2010 fue decano de la Facultad de Economía y Negocios de la Universidad de Chile, donde además fue profesor titular hasta comienzos de 2011.​​​ Fue macrocoordinador y coordinador de la Comisión Infraestructura del llamado grupo Tantauco, que asesoraba la candidatura de Piñera, de quien había sido alumno en la universidad.​​ En febrero de 2010 fue nominado para el cargo de ministro por este último, asumiendo el 11 de marzo. Dejó la secretaría de Estado en el marco del primer ajuste ministerial aplicado por el mandatario a comienzos de 2011.​En 2012 asumió como decano de la Facultad de Ciencias Económicas y Empresariales de la Universidad Mayor.​ Ese mismo año se integró al consejo directivo programático del precandidato de Renovación Nacional a la Presidencia de la República, Andrés Allamand.​Tras la derrota de éste en la primaria oficialista de mayo de 2013, asumió como jefe programático de Evelyn Matthei, quien reemplazó al ganador de la contienda interna, Pablo Longueira.​ A comienzos de ese ejercicio había sido llamado por el ministro de Hacienda, Felipe Larraín, para integrar el consejo asesor de política fiscal.​ Además de su trabajo como economista y académico, se ha desempeñado como columnista regular del diario El Mercurio (2002-2010) y de la revista Poder y Negocios (2008-2010), y entre agosto y diciembre de 2008 como panelista del programa de Chilevisión Tolerancia Cero, en reemplazo de Sergio Melnick.​ Está casado en segundas nupcias con la periodista y socia de Zeta comunicaciones Carola Zúñiga.​"
"http://dbpedia.org/ontology/abstract","Felipe Gutiérrez y Toledo (Madrid, Corona española, ca. 1500 – Virreinato del Perú, Imperio español, septiembre de 1544) fue un militar español que ocupara el cargo de segundo gobernador de Veragua, cuya jurisdicción remanente se extendía desde los confines de Castilla del Oro hasta el cabo Gracias a Dios, por lo cual comprendía toda la vertiente caribeña de las actuales repúblicas de Costa Rica y Nicaragua y parte de la de Panamá. Era hermano Diego Gutiérrez y Toledo, primer gobernador de la provincia de Nueva Cartago y Costa Rica."
"http://dbpedia.org/ontology/abstract","Felipe Harboe Bascuñán (Eindhoven, Países Bajos; 20 de julio de 1972) es un político chileno, miembro del Partido por la Democracia (PPD). Hasta diciembre de 2008 ejerció como subsecretario del Interior, renunció para ser candidato a diputado por Santiago. En abril de 2009 tras la renuncia de Carolina Tohá paso a ser designado como diputado en el Distrito 22 de Santiago Centro en reemplazo de Carolina Tohá, luego fue electo en las elecciones parlamentarias de 2009 por el mismo distrito. En 2013 resultó elegido como senador por la XIII Circunscripción de Biobío Cordillera, cuyo periodo comenzó el 11 de marzo de 2014."
"http://dbpedia.org/ontology/abstract","Felipe Herrera Lane (n. Valparaíso, 17 de junio de 1922 - f. Santiago, 17 de septiembre de 1996) fue un abogado, economista, académico y político socialista chileno, ministro de Estado del Presidente Carlos Ibáñez. Hijo de Joaquín Herrera Aguirre y de Inés Lane Délano, contrajo matrimonio dos veces, enlaces que dieron lugar a cuatro hijos, dos en cada uno. Estudió derecho en la Universidad de Chile donde fue dirigente estudiantil y llegó a ser presidente de la Federación de Estudiantes de la Universidad de Chile FECH en 1945. Juró como abogado en 1947. Entre 1950 y 1951 estudió en Londres gracias a una beca del gobierno británico. Fue profesor universitario de economía política en Santiago desde 1947 hasta 1958. Muy implicado en la vida política de su país, en 1953 fue nombrado ministro de Hacienda (durante la segunda presidencia de Ibáñez) y ese mismo año pasó a desempeñarse como gerente general del Banco Central de Chile, entidad que gestionó hasta el año 1958, periodo de fuerte agitación económica producto de la espiral inflacionaria que debió enfrentar el país. Este último año fue elegido director del Fondo Monetario Internacional y, dos después, presidente del Banco Interamericano de Desarrollo (1960-1970). En 1976 se convirtió en presidente del Consejo de Administración del Fondo de Promoción a la Cultura de la Unesco. Fue militante del Partido Socialista de Chile y el Partido Socialista Popular hasta 1957. De vuelta a Chile participó en el gobierno del Presidente Salvador Allende. En 1988 fue uno de los fundadores del movimiento político Independientes por el Consenso Democrático.​"
"http://dbpedia.org/ontology/abstract","Felipe Horacio Vásquez Lajara (22 de octubre de 1860 - 25 de marzo de 1936) fue un militar y político dominicano que ocupó la presidencia de la República Dominicana en dos periodos: 1902–1903 y 1924–1930. También fue presidente interino en 1899 el cual tenía el propósito de organizar y celebrar las elecciones de ese año."
"http://dbpedia.org/ontology/abstract","Felipe Joaquín de Cayzedo y Cuero (Santiago de Cali, 2 de agosto de 1773-San Juan de Pasto, 26 de enero de 1813) fue un militar y político patriota que lideró la Junta extraordinaria de Santiago de Cali, la segunda Junta de gobierno creada en la Virreinato de Nueva Granada, actual Colombia. La plaza principal de la ciudad de Santiago de Cali, ubicada en el centro de la ciudad, fue rebautizada en su honor con una escultura en bronce de este. Joaquín de Cayzedo y Cuero nació en Santiago de Cali en 1773 y fue hijo de Manuel de Cayzedo Tenorio y María Francisca Cuero. Estudió en las ciudades Popayán y Bogotá, y obtuvo el grado de doctor en Jurisprudencia. En 1808 muere su padre , y Joaquín lo sucede con el título de alférez real de Santiago de Cali. Precisamente Joaquín de Cayzedo y Cuero fue el antepenúltimo alférez real que tuvo la actual capital del Valle del Cauca, siendo el último en ocupar dicho cargo el distinguido Don Manuel Antonio de Buenaventura y Martínez de Ibargüen cuya esposa Doña Petronila de Herrera y Vergara, además de ser hermana del prócer Ignacio de Herrera y Vergara tenía un muy alto grado de parentesco (primos) con Joaquín de Cayzedo y Cuero . En 1810, cuando era Alférez Real de su ciudad, creó la Junta extraordinaria de Santiago de Cali, buscando autonomía para la ciudad, más no la independencia del gobierno español, debido a sus diferencias con el gobernador de Popayán, Miguel Tacón y Rosique quien había solicitado al cabildo de Cali el reconocimiento de las Cortes de Cádiz y de la Junta de Regencia. Se ha considerado la declaración de esta junta el 3 de julio de 1810 en la Hacienda Cañasgordas,​ como un grito de independencia previo al 20 de julio, pero en realidad los objetivos de dicha junta no eran la independencia de la corona española; por el contrario reafirmaban su condición de súbditos, pero pedían igualdad de derechos frente a los habitantes de la península.​ Por las confrontaciones con el gobernador de Popayán, El 1 de febrero de 1811, se reunieron delegados de los cabildos de Anserma, Cartago, Toro, Buga y Caloto, con los de Cali por iniciativa de ésta, y decidieron formar la Junta de Ciudades Amigas o Confederadas del Valle del Cauca para enfrentar una inminente 'guerra civil' que se avecinaba contra Popayán. Este hecho significó una escisión definitiva de la gobernación de Popayán, tomando conciencia de una unidad de región. ""Viendo el peligro que amenaza a las ciudades amigas y confederadas, las diferentes disposiciones hostiles que toma el señor gobernador de Popayán (...) que no conociendo las justas miras de estos pueblos y la necesidad de su independencia, la de librarse del yugo francés y conservarle estos dominios a nuestro legítimo soberano (...) acordaron de común consentimiento y de su libre y espontánea voluntad, formalizar un consejo con el título de Junta Provisional de Gobierno de las Ciudades Amigas del Valle del Cauca"".​ Cayzedo obtendría el triunfo con Baraya en la batalla del Bajo Palacé, el 28 de marzo de 1811, que hizo que Tacón se retirara a Pasto y que la Junta de Cali se trasladara a Popayán presidida por Joaquín De Caizedo y José María Cabal. Posteriormente emprendió campaña sobre Pasto, ocupando esta ciudad. De allí pasó a Quito, a reclamar inútilmente diez mil pesos que Tacón sacó de Pasto. A causa de una insurrección fue apresado por los realistas y liberado por el norteamericano Alejandro Macaulay, quien se dirigió con tropas a la ciudad de Popayán. Cayzedo se preparaba a regresar al norte con el ejército republicano, cuando lo sorprendieron los pastusos, lo mismo que a Macaulay y a otros jefes, en Catambuco, el 13 de agosto de 1812. Estuvo preso en Pasto, y allí lo fusilaron jurando fidelidad al Rey, el 26 de enero de 1813, junto con Macaulay y diez individuos de tropa."
"http://dbpedia.org/ontology/abstract","Felipe José Abárzuza y Oliva (Cádiz, 24 de mayo de 1896-Los Molinos, 28 de agosto de 1970) fue un almirante español, ministro de Marina durante la dictadura franquista."
"http://dbpedia.org/ontology/abstract","Felipe José Cabral (Corrientes, 13 de septiembre de 1834 - Buenos Aires, 4 de enero de 1906) fue un abogado y político argentino, que ejerció como gobernador de la provincia de Corrientes entre 1878 y 1880."
"http://dbpedia.org/ontology/abstract","Felipe Larraín Bascuñán (Santiago, 14 de febrero de 1958) es un economista, académico y político chileno. Fue ministro de Hacienda durante los Gobiernos del presidente Sebastián Piñera."
"http://dbpedia.org/ontology/abstract","Felipe Llavallol (Buenos Aires, 26 de diciembre de 1802 - Ib., 1874) fue un militar y político argentino que llegó a ser Gobernador de Buenos Aires Su padre, don Jaume Llavallol i del Riu, había llegado desde Cataluña, Reino de España y se dedicaba al comercio. Llavallol desarrolló y culminó sus estudios y se dedicó a la misma actividad que su padre a través de la cual se hizo dueño de una considerable posición económica y ello le permitió incursionar con éxito en los medios políticos, y en la sociedad de su tiempo. En 1852 fue instituido diputado de la independiente Provincia de Buenos Aires y luego Presidente de la Cámara de Diputados. Fue Ministro de Hacienda de la Gobernación, luego senador y presidente de la Cámara entre 1854 y 1856. Fue miembro de la Comisión Filantrópica, presidente de la Bolsa de Comercio, y en 1857 fue presidente de la Sociedad Camino de Hierro de Buenos Aires al Oeste, es decir, del primer ferrocarril argentino que circuló entre la actual Plaza Lavalle y Floresta. Fue elegido vicegobernador en 1858, y tras la renuncia de Valentín Alsina como consecuencia de la batalla de Cepeda de 1859 fue designado Gobernador, cargo que ejerció hasta el 3 de mayo de 1860, entregando la gobernación a Bartolomé Mitre. En su nombre se ha fundado la ciudad de Llavallol, perteneciente al partido de Lomas de Zamora, y su respectiva estación de ferrocarriles."
"http://dbpedia.org/ontology/abstract","Felipe Lleras Camargo, más conocido como Felipe Lleras o El Chiverudo, (Bogotá, 12 de septiembre de 1900 - Cali, 1987) fue un político, diplomático, educador y abogado colombiano iniciador del grupo de escritores y artistas Los Nuevos. Era hermano del ex-Presidente Alberto Lleras Camargo."
"http://dbpedia.org/ontology/abstract","Felipe López García (Alcalá la Real, Jaén, 1954) es un político español. Ocupó el cargo de consejero de Fomento y Vivienda de la Junta de Andalucía desde 2015 hasta 2019."
"http://dbpedia.org/ontology/abstract","Felipe Manuel Adalberto Pardo y Barreda, V marqués de Fuente Hermosa de Miranda (Lima, 22 de abril de 1860 - Caradoc, Bayona, Francia, 7 de agosto de 1939), diplomático peruano."
"http://dbpedia.org/ontology/abstract","Felipe Molina Verdejo (Madrid, 1924 - Jaén, 21 de septiembre de 1997)​ fue un poeta español representativo de la poesía giennense de la segunda mitad del siglo XX.​ Algunas de sus obras se insertaban en la corriente de la poesía desarraigada.​ Figura en diversas antologías poéticas giennenses y andaluzas.​ De profundo sentido religioso y amante de su tierra,​ gran parte de su obra fue enfocada hacia estas dos vertientes, con poemas hacia Santa Teresa de Jesús, San Juan de la Cruz​ o a Nuestro Padre Jesús Nazareno de Jaén,​ así como sobre paisajes, olivares, monumentos y elementos diversos de la provincia de Jaén.​ Otros poemas seguían una línea costumbrista y neocostumbrista.​"
"http://dbpedia.org/ontology/abstract","Felipe Navarrete Moreno (1831 - 1908), fue un militar y político imperialista mexicano nacido y fallecido en Mérida, Yucatán. Fue el gobernador de Yucatán que capituló en las costas de Campeche ante Georges Cloué, comandante de las fuerzas navales francesas durante la segunda intervención de esa nación en México, en enero de 1864. Durante un tiempo breve fue Comisario Imperial en Yucatán al servicio de Maximiliano I de México. Actuó en la Guerra de Castas y también participó y fue derrotado en la batalla de la ciudad de Mérida, cuando los republicanos juaristas comandados por Manuel Cepeda Peraza recuperaron la plaza.​​"
"http://dbpedia.org/ontology/abstract","Felipe Ramírez de Estenoz, también citado como Felipe Remírez de Estenoz (1728 - 1764) fue un militar y político español. Fue gobernador de Puerto Rico (1753 - 57),​ de la Provincia de Venezuela (1757 - 1763) ​ y gobernador y capitán general de Yucatán, en el virreinato de Nueva España durante un poco menos de un año, entre 1763 y 1764, ya que falleció en el desempeño de su función. Fue nombrado por el rey de España Carlos III.​"
"http://dbpedia.org/ontology/abstract","Felipe Ramón Pérez Roque (nacido el 28 de marzo de 1965) es un ingeniero electrónico y político cubano. Fue entre 1999 y febrero de 2009 ministro de relaciones exteriores (en América Latina este cargo suele recibir la denominación de ""canciller"") de la República de Cuba. El 2 de marzo de 2009 fue destituido por Raúl Castro junto con Carlos Lage y otra decena de dirigentes de la Revolución cubana. Fue reemplazado en sus funciones por Bruno Rodríguez Parrilla, viceministro primero de exteriores. En un primer momento se explicó el cambio en el contexto de una remodelación del gabinete anunciada por Castro,​ aunque posteriormente se conoció que Pérez Roque había sido vigilado por los servicios secretos por su posible relación con un agente del Centro Nacional de Inteligencia español.​ Hasta su nombramiento no sólo fue el miembro más joven del gabinete cubano, sino que también fue el único que naciera después de la Revolución Cubana de 1959. Algunos analistas vieron en él la posibilidad de continuidad del actual gobierno. Al parecer, su fidelidad al ideario fidelista no presentaba fisuras. Sin embargo, tras la destitución, un artículo de Fidel Castro en el oficial órgano Granma decía aludiendo a Pérez Roque y Lage: Jamás subestimé la inteligencia humana, ni la vanidad de los hombres. [...] No se ha cometido injusticia alguna con determinados cuadros. Ninguno de los dos mencionados por los cables como más afectados pronunció una palabra para expresar inconformidad alguna. No era en absoluto ausencia de valor personal. La razón era otra. La miel del poder por el cual no conocieron sacrificio alguno, despertó en ellos ambiciones que los condujeron a un papel indigno. El enemigo externo se llenó de ilusiones con ellos.​ Pérez Roque estudió ingeniería electrónica y lideró organizaciones estudiantiles, que le sirvieron para llegar a ser el asistente personal de Fidel Castro durante la década anterior a su nombramiento como ministro. Fue también miembro del Comité Central del Partido Comunista de Cuba."
"http://dbpedia.org/ontology/abstract","Felipe Riesco Eyzaguirre (Las Condes, 4 de noviembre de 1982) es un abogado y político chileno. Entre junio de 2018 y febrero de 2020 se desempeñó como subsecretario del Medio Ambiente​bajo la segunda administración de Sebastián Piñera."
"http://dbpedia.org/ontology/abstract","Felipe Rudecindo Letelier Norambuena​ (Parral, 11 de mayo de 1956) es un técnico agrícola y político chileno, miembro del Partido por la Democracia (PPD). Fue diputado por el Distrito 42 entre 1994 y 2006; y del Distrito 33 entre 2014 y 2018."
"http://dbpedia.org/ontology/abstract","Felipe S.​ Oliva (Argentina, 1840,​ - 23 de agosto de 1895) ocupó el cargo de Intendente de la Villa Formosa durante dos períodos."
"http://dbpedia.org/ontology/abstract","Felipe Salomón Portocarrero Carnero (Huancabamba, 25 de diciembre de 1882 - Roma, 30 de agosto de 1950) fue un magistrado y diplomático peruano. Se desempeñó como Presidente de la Corte Suprema del Perú entre 1947 y 1948. Posteriormente fue nombrado Embajador del Perú ante la Santa Sede, cargo que ejerció hasta su fallecimiento."
"http://dbpedia.org/ontology/abstract","Felipe Sandoval Precht (8 de abril de 1957) es un ingeniero, dirigente gremial y político democratacristiano chileno, ex ministro de Estado del presidente Eduardo Frei Ruiz-Tagle."
"http://dbpedia.org/ontology/abstract","Felipe Santiago Carrillo Puerto (n. Motul de Carrillo Puerto, Yucatán, el 8 de noviembre de 1874 - Mérida, 3 de enero de 1924)​ fue un político, periodista y caudillo revolucionario mexicano, gobernador de Yucatán de 1922 a 1924.​ Es conocido por las obras de tipo social y educativas que llevó a cabo durante su gobierno revolucionario, además del compromiso que sostuvo con el bienestar de los mayas y por su enfrentamiento con los hacendados del estado durante la etapa revolucionaria. En 1923, siendo gobernador de Yucatán, es derrocado por los rebeldes delahuertistas que intentaban hacerse con el control del país, y que llegaron a dominar Yucatán, para impedir que el presidente Álvaro Obregón impusiera a Plutarco Elías Calles como su sucesor en la presidencia de la república, como finalmente ocurrió. Tras su derrocamento y captura, fue fusilado el 3 de enero de 1924 en el cementerio general de Mérida (Yucatán), junto con 11 personas, entre ellas 3 de sus hermanos. Poco antes de morir, su vida personal cobró un matiz romántico, según algunos de sus biógrafos, al vincularse sentimentalmente con la periodista estadounidense Alma Reed, que a la sazón era corresponsal del New York Times en Yucatán. Este vínculo se hizo más conspicuo por efecto de la canción Peregrina que el líder yucateco encargó al poeta Luis Rosado Vega y al compositor Ricardo Palmerín, quienes se inspiraron en la periodista estadounidense para producir la famosa melodía.​ En 1927 el ""Apóstol rojo de los mayas"" como le llamaron algunos, fue declarado benemérito de Yucatán por el Congreso del Estado de Yucatán."
"http://dbpedia.org/ontology/abstract","Felipe Santiago Díaz Mori, más conocido como Félix Díaz Mori ""El Chato"", fue un militar mexicano, hermano de Porfirio Díaz y padre de Félix Díaz y Carolina Díaz. Nació en Oaxaca, Oaxaca, en 1833. Fue gobernador de Oaxaca del 1 de diciembre de 1867 al 9 de noviembre de 1871. Al triunfo de las fuerzas republicanas sobre las del Imperio, el entonces gobernador Miguel Castro convocó a elecciones, resultando electo gobernador por segunda ocasión el 1 de diciembre de 1871 hasta el día de su muerte en 1872, pues se había rebelado en la Revolución de La Noria."
